timestamp,l_shoulder,r_shoulder,l_elbow,r_elbow
1747092363.7300797,"-65.0,0.0,0.0","-29.0,0.0,0.0","-45.0,0.0,0.0","-14.0,0.0,0.0"
1747092363.7802565,"-65.0,0.0,0.0","-29.0,0.0,0.0","-45.0,0.0,0.0","-24.0,0.0,0.0"
1747092363.8315156,"-65.0,0.0,0.0","-31.0,0.0,0.0","-45.0,0.0,0.0","-35.0,0.0,0.0"
1747092363.8820832,"-65.0,0.0,0.0","-33.0,0.0,0.0","-44.0,0.0,0.0","-40.0,0.0,0.0"
1747092363.9322836,"-65.0,0.0,0.0","-33.0,0.0,0.0","-44.0,0.0,0.0","-44.0,0.0,0.0"
1747092363.9823964,"-65.0,0.0,0.0","-36.0,0.0,0.0","-44.0,0.0,0.0","-52.0,0.0,0.0"
1747092364.0330887,"-66.0,0.0,0.0","-38.0,0.0,0.0","-44.0,0.0,0.0","-52.0,0.0,0.0"
1747092364.083909,"-66.0,0.0,0.0","-41.0,0.0,0.0","-43.0,0.0,0.0","-52.0,0.0,0.0"
1747092364.1345015,"-66.0,0.0,0.0","-42.0,0.0,0.0","-43.0,0.0,0.0","-53.0,0.0,0.0"
1747092364.1845074,"-66.0,0.0,0.0","-43.0,0.0,0.0","-44.0,0.0,0.0","-54.0,0.0,0.0"
1747092364.2353573,"-66.0,0.0,0.0","-43.0,0.0,0.0","-44.0,0.0,0.0","-51.0,0.0,0.0"
1747092364.2855055,"-66.0,0.0,0.0","-44.0,0.0,0.0","-44.0,0.0,0.0","-47.0,0.0,0.0"
1747092364.336078,"-65.0,0.0,0.0","-43.0,0.0,0.0","-44.0,0.0,0.0","-43.0,0.0,0.0"
1747092364.386222,"-65.0,0.0,0.0","-43.0,0.0,0.0","-45.0,0.0,0.0","-37.0,0.0,0.0"
1747092364.436255,"-64.0,0.0,0.0","-43.0,0.0,0.0","-46.0,0.0,0.0","-25.0,0.0,0.0"
1747092364.4874709,"-64.0,0.0,0.0","-43.0,0.0,0.0","-46.0,0.0,0.0","-14.0,0.0,0.0"
1747092364.5379205,"-64.0,0.0,0.0","-43.0,0.0,0.0","-46.0,0.0,0.0","-9.0,0.0,0.0"
1747092364.588316,"-64.0,0.0,0.0","-43.0,0.0,0.0","-46.0,0.0,0.0","-2.0,0.0,0.0"
1747092364.6384945,"-64.0,0.0,0.0","-42.0,0.0,0.0","-46.0,0.0,0.0","6.0,0.0,0.0"
1747092364.6891253,"-64.0,0.0,0.0","-41.0,0.0,0.0","-46.0,0.0,0.0","10.0,0.0,0.0"
1747092364.739435,"-64.0,0.0,0.0","-40.0,0.0,0.0","-46.0,0.0,0.0","14.0,0.0,0.0"
1747092364.7903924,"-65.0,0.0,0.0","-36.0,0.0,0.0","-45.0,0.0,0.0","14.0,0.0,0.0"
1747092364.8415916,"-65.0,0.0,0.0","-35.0,0.0,0.0","-44.0,0.0,0.0","14.0,0.0,0.0"
1747092364.892262,"-66.0,0.0,0.0","-34.0,0.0,0.0","-44.0,0.0,0.0","14.0,0.0,0.0"
1747092364.9457784,"-67.0,0.0,0.0","-33.0,0.0,0.0","-43.0,0.0,0.0","12.0,0.0,0.0"
1747092364.9958985,"-67.0,0.0,0.0","-33.0,0.0,0.0","-42.0,0.0,0.0","9.0,0.0,0.0"
1747092365.047092,"-67.0,0.0,0.0","-33.0,0.0,0.0","-42.0,0.0,0.0","8.0,0.0,0.0"
1747092365.0974019,"-67.0,0.0,0.0","-33.0,0.0,0.0","-42.0,0.0,0.0","1.0,0.0,0.0"
1747092365.147451,"-67.0,0.0,0.0","-34.0,0.0,0.0","-43.0,0.0,0.0","-20.0,0.0,0.0"
1747092365.1981375,"-66.0,0.0,0.0","-36.0,0.0,0.0","-43.0,0.0,0.0","-26.0,0.0,0.0"
1747092365.248388,"-66.0,0.0,0.0","-37.0,0.0,0.0","-43.0,0.0,0.0","-31.0,0.0,0.0"
1747092365.2992237,"-66.0,0.0,0.0","-41.0,0.0,0.0","-44.0,0.0,0.0","-38.0,0.0,0.0"
1747092365.3501112,"-66.0,0.0,0.0","-43.0,0.0,0.0","-45.0,0.0,0.0","-43.0,0.0,0.0"
1747092365.4004538,"-66.0,0.0,0.0","-45.0,0.0,0.0","-45.0,0.0,0.0","-44.0,0.0,0.0"
1747092365.4505947,"-66.0,0.0,0.0","-47.0,0.0,0.0","-45.0,0.0,0.0","-53.0,0.0,0.0"
1747092365.5011935,"-66.0,0.0,0.0","-47.0,0.0,0.0","-44.0,0.0,0.0","-55.0,0.0,0.0"
1747092365.551235,"-65.0,0.0,0.0","-47.0,0.0,0.0","-43.0,0.0,0.0","-57.0,0.0,0.0"
1747092365.6013546,"-65.0,0.0,0.0","-47.0,0.0,0.0","-44.0,0.0,0.0","-58.0,0.0,0.0"
1747092365.6519065,"-65.0,0.0,0.0","-48.0,0.0,0.0","-44.0,0.0,0.0","-62.0,0.0,0.0"
1747092365.7024317,"-64.0,0.0,0.0","-48.0,0.0,0.0","-44.0,0.0,0.0","-62.0,0.0,0.0"
1747092365.7534134,"-64.0,0.0,0.0","-50.0,0.0,0.0","-44.0,0.0,0.0","-60.0,0.0,0.0"
1747092365.8047578,"-64.0,0.0,0.0","-50.0,0.0,0.0","-44.0,0.0,0.0","-60.0,0.0,0.0"
1747092365.8554258,"-64.0,0.0,0.0","-50.0,0.0,0.0","-44.0,0.0,0.0","-60.0,0.0,0.0"
1747092365.9054651,"-64.0,0.0,0.0","-51.0,0.0,0.0","-44.0,0.0,0.0","-59.0,0.0,0.0"
1747092365.956235,"-63.0,0.0,0.0","-51.0,0.0,0.0","-44.0,0.0,0.0","-59.0,0.0,0.0"
1747092366.0073767,"-63.0,0.0,0.0","-50.0,0.0,0.0","-45.0,0.0,0.0","-58.0,0.0,0.0"
1747092366.0585246,"-62.0,0.0,0.0","-50.0,0.0,0.0","-45.0,0.0,0.0","-58.0,0.0,0.0"
1747092366.1094706,"-61.0,0.0,0.0","-50.0,0.0,0.0","-45.0,0.0,0.0","-57.0,0.0,0.0"
1747092366.1603885,"-57.0,0.0,0.0","-49.0,0.0,0.0","-39.0,0.0,0.0","-44.0,0.0,0.0"
1747092366.2110045,"-57.0,0.0,0.0","-48.0,0.0,0.0","-35.0,0.0,0.0","-40.0,0.0,0.0"
1747092366.2611241,"-56.0,0.0,0.0","-47.0,0.0,0.0","-31.0,0.0,0.0","-35.0,0.0,0.0"
1747092366.3114047,"-55.0,0.0,0.0","-46.0,0.0,0.0","-17.0,0.0,0.0","-17.0,0.0,0.0"
1747092366.3635,"-54.0,0.0,0.0","-46.0,0.0,0.0","-14.0,0.0,0.0","-12.0,0.0,0.0"
1747092366.4141302,"-53.0,0.0,0.0","-45.0,0.0,0.0","-7.0,0.0,0.0","0.0,0.0,0.0"
1747092366.4651067,"-51.0,0.0,0.0","-44.0,0.0,0.0","-1.0,0.0,0.0","4.0,0.0,0.0"
1747092366.5151772,"-49.0,0.0,0.0","-43.0,0.0,0.0","0.0,0.0,0.0","7.0,0.0,0.0"
1747092366.5661364,"-45.0,0.0,0.0","-40.0,0.0,0.0","2.0,0.0,0.0","13.0,0.0,0.0"
1747092366.6162486,"-43.0,0.0,0.0","-37.0,0.0,0.0","2.0,0.0,0.0","13.0,0.0,0.0"
1747092366.667312,"-41.0,0.0,0.0","-36.0,0.0,0.0","1.0,0.0,0.0","13.0,0.0,0.0"
1747092366.7174919,"-38.0,0.0,0.0","-27.0,0.0,0.0","3.0,0.0,0.0","11.0,0.0,0.0"
1747092366.767763,"-36.0,0.0,0.0","-23.0,0.0,0.0","0.0,0.0,0.0","11.0,0.0,0.0"
1747092366.818375,"-35.0,0.0,0.0","-21.0,0.0,0.0","1.0,0.0,0.0","13.0,0.0,0.0"
1747092366.869374,"-34.0,0.0,0.0","-16.0,0.0,0.0","2.0,0.0,0.0","15.0,0.0,0.0"
1747092366.9195259,"-33.0,0.0,0.0","-14.0,0.0,0.0","3.0,0.0,0.0","15.0,0.0,0.0"
1747092366.970406,"-32.0,0.0,0.0","-11.0,0.0,0.0","2.0,0.0,0.0","17.0,0.0,0.0"
1747092367.020566,"-30.0,0.0,0.0","2.0,0.0,0.0","3.0,0.0,0.0","15.0,0.0,0.0"
1747092367.077374,"-30.0,0.0,0.0","6.0,0.0,0.0","4.0,0.0,0.0","14.0,0.0,0.0"
1747092367.1280167,"-30.0,0.0,0.0","11.0,0.0,0.0","4.0,0.0,0.0","10.0,0.0,0.0"
1747092367.1781201,"-30.0,0.0,0.0","18.0,0.0,0.0","6.0,0.0,0.0","10.0,0.0,0.0"
1747092367.2283425,"-29.0,0.0,0.0","21.0,0.0,0.0","7.0,0.0,0.0","12.0,0.0,0.0"
1747092367.2784812,"-29.0,0.0,0.0","25.0,0.0,0.0","7.0,0.0,0.0","11.0,0.0,0.0"
1747092367.329106,"-28.0,0.0,0.0","30.0,0.0,0.0","5.0,0.0,0.0","10.0,0.0,0.0"
1747092367.3794308,"-28.0,0.0,0.0","33.0,0.0,0.0","5.0,0.0,0.0","9.0,0.0,0.0"
1747092367.4304068,"-29.0,0.0,0.0","34.0,0.0,0.0","4.0,0.0,0.0","9.0,0.0,0.0"
1747092367.4807372,"-29.0,0.0,0.0","32.0,0.0,0.0","4.0,0.0,0.0","10.0,0.0,0.0"
1747092367.5317168,"-28.0,0.0,0.0","31.0,0.0,0.0","2.0,0.0,0.0","8.0,0.0,0.0"
1747092367.5827322,"-28.0,0.0,0.0","29.0,0.0,0.0","0.0,0.0,0.0","10.0,0.0,0.0"
1747092367.6333117,"-29.0,0.0,0.0","22.0,0.0,0.0","0.0,0.0,0.0","10.0,0.0,0.0"
1747092367.6837025,"-29.0,0.0,0.0","17.0,0.0,0.0","-1.0,0.0,0.0","11.0,0.0,0.0"
1747092367.734274,"-30.0,0.0,0.0","6.0,0.0,0.0","-1.0,0.0,0.0","13.0,0.0,0.0"
1747092367.7843354,"-30.0,0.0,0.0","-6.0,0.0,0.0","0.0,0.0,0.0","24.0,0.0,0.0"
1747092367.834561,"-31.0,0.0,0.0","-9.0,0.0,0.0","0.0,0.0,0.0","25.0,0.0,0.0"
1747092367.8851836,"-30.0,0.0,0.0","-12.0,0.0,0.0","0.0,0.0,0.0","20.0,0.0,0.0"
1747092367.9371345,"-30.0,0.0,0.0","-13.0,0.0,0.0","0.0,0.0,0.0","20.0,0.0,0.0"
1747092367.987846,"-30.0,0.0,0.0","-13.0,0.0,0.0","1.0,0.0,0.0","19.0,0.0,0.0"
1747092368.0393932,"-29.0,0.0,0.0","-12.0,0.0,0.0","4.0,0.0,0.0","18.0,0.0,0.0"
1747092368.0901275,"-28.0,0.0,0.0","-12.0,0.0,0.0","7.0,0.0,0.0","19.0,0.0,0.0"
1747092368.1404655,"-24.0,0.0,0.0","-12.0,0.0,0.0","9.0,0.0,0.0","19.0,0.0,0.0"
1747092368.1906178,"-21.0,0.0,0.0","-12.0,0.0,0.0","13.0,0.0,0.0","19.0,0.0,0.0"
1747092368.2410474,"-13.0,0.0,0.0","-12.0,0.0,0.0","9.0,0.0,0.0","19.0,0.0,0.0"
1747092368.2916636,"-7.0,0.0,0.0","-12.0,0.0,0.0","4.0,0.0,0.0","19.0,0.0,0.0"
1747092368.34268,"-3.0,0.0,0.0","-13.0,0.0,0.0","5.0,0.0,0.0","19.0,0.0,0.0"
1747092368.3936007,"3.0,0.0,0.0","-13.0,0.0,0.0","3.0,0.0,0.0","16.0,0.0,0.0"
1747092368.4441876,"5.0,0.0,0.0","-14.0,0.0,0.0","1.0,0.0,0.0","16.0,0.0,0.0"
1747092368.494329,"6.0,0.0,0.0","-14.0,0.0,0.0","0.0,0.0,0.0","16.0,0.0,0.0"
1747092368.5443912,"8.0,0.0,0.0","-15.0,0.0,0.0","0.0,0.0,0.0","15.0,0.0,0.0"
1747092368.5945404,"8.0,0.0,0.0","-16.0,0.0,0.0","0.0,0.0,0.0","15.0,0.0,0.0"
1747092368.6454935,"8.0,0.0,0.0","-16.0,0.0,0.0","-1.0,0.0,0.0","15.0,0.0,0.0"
1747092368.6961915,"8.0,0.0,0.0","-18.0,0.0,0.0","-1.0,0.0,0.0","16.0,0.0,0.0"
1747092368.7462094,"8.0,0.0,0.0","-18.0,0.0,0.0","-2.0,0.0,0.0","16.0,0.0,0.0"
1747092368.7968907,"7.0,0.0,0.0","-18.0,0.0,0.0","-2.0,0.0,0.0","16.0,0.0,0.0"
1747092368.8473487,"6.0,0.0,0.0","-18.0,0.0,0.0","0.0,0.0,0.0","16.0,0.0,0.0"
1747092368.897679,"5.0,0.0,0.0","-18.0,0.0,0.0","0.0,0.0,0.0","16.0,0.0,0.0"
1747092368.9482932,"-2.0,0.0,0.0","-18.0,0.0,0.0","1.0,0.0,0.0","15.0,0.0,0.0"
1747092368.999423,"-8.0,0.0,0.0","-18.0,0.0,0.0","4.0,0.0,0.0","14.0,0.0,0.0"
1747092369.0500884,"-13.0,0.0,0.0","-19.0,0.0,0.0","8.0,0.0,0.0","12.0,0.0,0.0"
1747092369.1003098,"-23.0,0.0,0.0","-23.0,0.0,0.0","11.0,0.0,0.0","11.0,0.0,0.0"
1747092369.1504807,"-29.0,0.0,0.0","-28.0,0.0,0.0","11.0,0.0,0.0","11.0,0.0,0.0"
1747092369.2010615,"-39.0,0.0,0.0","-37.0,0.0,0.0","6.0,0.0,0.0","13.0,0.0,0.0"
1747092369.2511973,"-46.0,0.0,0.0","-42.0,0.0,0.0","9.0,0.0,0.0","14.0,0.0,0.0"
1747092369.302123,"-51.0,0.0,0.0","-46.0,0.0,0.0","10.0,0.0,0.0","12.0,0.0,0.0"
1747092369.3524532,"-62.0,0.0,0.0","-57.0,0.0,0.0","9.0,0.0,0.0","9.0,0.0,0.0"
1747092369.4033198,"-69.0,0.0,0.0","-66.0,0.0,0.0","4.0,0.0,0.0","13.0,0.0,0.0"
1747092369.4536912,"-73.0,0.0,0.0","-70.0,0.0,0.0","4.0,0.0,0.0","10.0,0.0,0.0"
1747092369.5042353,"-79.0,0.0,0.0","-75.0,0.0,0.0","2.0,0.0,0.0","5.0,0.0,0.0"
1747092369.5542965,"-80.0,0.0,0.0","-76.0,0.0,0.0","0.0,0.0,0.0","1.0,0.0,0.0"
1747092369.604549,"-82.0,0.0,0.0","-77.0,0.0,0.0","0.0,0.0,0.0","-1.0,0.0,0.0"
1747092369.6558585,"-86.0,0.0,0.0","-79.0,0.0,0.0","0.0,0.0,0.0","-6.0,0.0,0.0"
1747092369.7074568,"-87.0,0.0,0.0","-81.0,0.0,0.0","-1.0,0.0,0.0","-9.0,0.0,0.0"
1747092369.758129,"-88.0,0.0,0.0","-82.0,0.0,0.0","-2.0,0.0,0.0","-8.0,0.0,0.0"
1747092369.809028,"-88.0,0.0,0.0","-82.0,0.0,0.0","-3.0,0.0,0.0","-7.0,0.0,0.0"
1747092369.8592825,"-88.0,0.0,0.0","-82.0,0.0,0.0","-3.0,0.0,0.0","-7.0,0.0,0.0"
1747092369.9100192,"-88.0,0.0,0.0","-81.0,0.0,0.0","-2.0,0.0,0.0","-8.0,0.0,0.0"
1747092369.9601846,"-87.0,0.0,0.0","-80.0,0.0,0.0","-2.0,0.0,0.0","-7.0,0.0,0.0"
1747092370.011233,"-87.0,0.0,0.0","-80.0,0.0,0.0","-1.0,0.0,0.0","-7.0,0.0,0.0"
1747092370.0626733,"-87.0,0.0,0.0","-80.0,0.0,0.0","-1.0,0.0,0.0","-7.0,0.0,0.0"
1747092370.1133795,"-87.0,0.0,0.0","-80.0,0.0,0.0","0.0,0.0,0.0","-6.0,0.0,0.0"
1747092370.163647,"-86.0,0.0,0.0","-80.0,0.0,0.0","2.0,0.0,0.0","-4.0,0.0,0.0"
1747092370.213909,"-85.0,0.0,0.0","-80.0,0.0,0.0","2.0,0.0,0.0","-4.0,0.0,0.0"
1747092370.264647,"-85.0,0.0,0.0","-80.0,0.0,0.0","2.0,0.0,0.0","-4.0,0.0,0.0"
1747092370.3153093,"-84.0,0.0,0.0","-80.0,0.0,0.0","2.0,0.0,0.0","-4.0,0.0,0.0"
1747092370.365526,"-84.0,0.0,0.0","-79.0,0.0,0.0","2.0,0.0,0.0","-4.0,0.0,0.0"
1747092370.4161243,"-84.0,0.0,0.0","-79.0,0.0,0.0","1.0,0.0,0.0","-5.0,0.0,0.0"
1747092370.467199,"-84.0,0.0,0.0","-80.0,0.0,0.0","1.0,0.0,0.0","-6.0,0.0,0.0"
1747092370.5173774,"-85.0,0.0,0.0","-80.0,0.0,0.0","0.0,0.0,0.0","-8.0,0.0,0.0"
1747092370.5680547,"-85.0,0.0,0.0","-80.0,0.0,0.0","-1.0,0.0,0.0","-8.0,0.0,0.0"
1747092370.618135,"-85.0,0.0,0.0","-80.0,0.0,0.0","-1.0,0.0,0.0","-9.0,0.0,0.0"
1747092370.668167,"-85.0,0.0,0.0","-80.0,0.0,0.0","-1.0,0.0,0.0","-9.0,0.0,0.0"
1747092370.7197528,"-85.0,0.0,0.0","-80.0,0.0,0.0","0.0,0.0,0.0","-8.0,0.0,0.0"
1747092370.7701817,"-84.0,0.0,0.0","-80.0,0.0,0.0","2.0,0.0,0.0","-6.0,0.0,0.0"
1747092370.8205676,"-81.0,0.0,0.0","-78.0,0.0,0.0","6.0,0.0,0.0","0.0,0.0,0.0"
1747092370.8706386,"-78.0,0.0,0.0","-77.0,0.0,0.0","6.0,0.0,0.0","5.0,0.0,0.0"
1747092370.921287,"-66.0,0.0,0.0","-65.0,0.0,0.0","5.0,0.0,0.0","15.0,0.0,0.0"
1747092370.971414,"-62.0,0.0,0.0","-59.0,0.0,0.0","9.0,0.0,0.0","17.0,0.0,0.0"
1747092371.0222366,"-57.0,0.0,0.0","-52.0,0.0,0.0","7.0,0.0,0.0","20.0,0.0,0.0"
1747092371.0741224,"-50.0,0.0,0.0","-42.0,0.0,0.0","8.0,0.0,0.0","19.0,0.0,0.0"
1747092371.1247115,"-35.0,0.0,0.0","-16.0,0.0,0.0","0.0,0.0,0.0","12.0,0.0,0.0"
1747092371.175242,"-27.0,0.0,0.0","-8.0,0.0,0.0","1.0,0.0,0.0","13.0,0.0,0.0"
1747092371.2258236,"-1.0,0.0,0.0","25.0,0.0,0.0","3.0,0.0,0.0","4.0,0.0,0.0"
1747092371.277177,"7.0,0.0,0.0","32.0,0.0,0.0","0.0,0.0,0.0","5.0,0.0,0.0"
1747092371.3281002,"13.0,0.0,0.0","39.0,0.0,0.0","2.0,0.0,0.0","4.0,0.0,0.0"
1747092371.3781154,"22.0,0.0,0.0","47.0,0.0,0.0","17.0,0.0,0.0","4.0,0.0,0.0"
1747092371.428314,"28.0,0.0,0.0","50.0,0.0,0.0","17.0,0.0,0.0","9.0,0.0,0.0"
1747092371.4783378,"37.0,0.0,0.0","58.0,0.0,0.0","17.0,0.0,0.0","7.0,0.0,0.0"
1747092371.528764,"49.0,0.0,0.0","66.0,0.0,0.0","14.0,0.0,0.0","5.0,0.0,0.0"
1747092371.5803761,"53.0,0.0,0.0","69.0,0.0,0.0","14.0,0.0,0.0","5.0,0.0,0.0"
1747092371.6314247,"58.0,0.0,0.0","74.0,0.0,0.0","10.0,0.0,0.0","1.0,0.0,0.0"
1747092371.6825564,"66.0,0.0,0.0","81.0,0.0,0.0","8.0,0.0,0.0","-1.0,0.0,0.0"
1747092371.7326567,"69.0,0.0,0.0","82.0,0.0,0.0","8.0,0.0,0.0","-1.0,0.0,0.0"
1747092371.7834435,"72.0,0.0,0.0","84.0,0.0,0.0","6.0,0.0,0.0","-2.0,0.0,0.0"
1747092371.8349164,"74.0,0.0,0.0","88.0,0.0,0.0","10.0,0.0,0.0","-1.0,0.0,0.0"
1747092371.88571,"76.0,0.0,0.0","88.0,0.0,0.0","11.0,0.0,0.0","3.0,0.0,0.0"
1747092371.9363668,"77.0,0.0,0.0","-78.0,0.0,0.0","10.0,0.0,0.0","-15.0,0.0,0.0"
1747092371.9871993,"79.0,0.0,0.0","86.0,0.0,0.0","9.0,0.0,0.0","9.0,0.0,0.0"
1747092372.0373132,"80.0,0.0,0.0","88.0,0.0,0.0","9.0,0.0,0.0","6.0,0.0,0.0"
1747092372.0874975,"79.0,0.0,0.0","48.0,0.0,0.0","9.0,0.0,0.0","51.0,0.0,0.0"
1747092372.1454923,"78.0,0.0,0.0","87.0,0.0,0.0","8.0,0.0,0.0","4.0,0.0,0.0"
1747092372.1974747,"78.0,0.0,0.0","88.0,0.0,0.0","8.0,0.0,0.0","2.0,0.0,0.0"
1747092372.248224,"76.0,0.0,0.0","86.0,0.0,0.0","5.0,0.0,0.0","1.0,0.0,0.0"
1747092372.2983136,"75.0,0.0,0.0","83.0,0.0,0.0","4.0,0.0,0.0","1.0,0.0,0.0"
1747092372.349289,"72.0,0.0,0.0","81.0,0.0,0.0","6.0,0.0,0.0","0.0,0.0,0.0"
1747092372.400197,"64.0,0.0,0.0","73.0,0.0,0.0","12.0,0.0,0.0","5.0,0.0,0.0"
1747092372.4508877,"54.0,0.0,0.0","61.0,0.0,0.0","16.0,0.0,0.0","9.0,0.0,0.0"
1747092372.5018437,"47.0,0.0,0.0","52.0,0.0,0.0","21.0,0.0,0.0","15.0,0.0,0.0"
1747092372.5522964,"40.0,0.0,0.0","46.0,0.0,0.0","26.0,0.0,0.0","18.0,0.0,0.0"
1747092372.6029284,"22.0,0.0,0.0","29.0,0.0,0.0","30.0,0.0,0.0","21.0,0.0,0.0"
1747092372.6534085,"11.0,0.0,0.0","20.0,0.0,0.0","34.0,0.0,0.0","26.0,0.0,0.0"
1747092372.704374,"4.0,0.0,0.0","14.0,0.0,0.0","30.0,0.0,0.0","22.0,0.0,0.0"
1747092372.7555342,"-16.0,0.0,0.0","-6.0,0.0,0.0","27.0,0.0,0.0","17.0,0.0,0.0"
1747092372.806113,"-21.0,0.0,0.0","-18.0,0.0,0.0","24.0,0.0,0.0","23.0,0.0,0.0"
1747092372.8573866,"-34.0,0.0,0.0","-27.0,0.0,0.0","23.0,0.0,0.0","18.0,0.0,0.0"
1747092372.9102674,"-58.0,0.0,0.0","-53.0,0.0,0.0","18.0,0.0,0.0","16.0,0.0,0.0"
1747092372.961232,"-62.0,0.0,0.0","-58.0,0.0,0.0","16.0,0.0,0.0","11.0,0.0,0.0"
1747092373.0112617,"-68.0,0.0,0.0","-64.0,0.0,0.0","16.0,0.0,0.0","13.0,0.0,0.0"
1747092373.0621982,"-74.0,0.0,0.0","-71.0,0.0,0.0","7.0,0.0,0.0","8.0,0.0,0.0"
1747092373.1128683,"-79.0,0.0,0.0","-74.0,0.0,0.0","7.0,0.0,0.0","5.0,0.0,0.0"
1747092373.1634042,"-83.0,0.0,0.0","-78.0,0.0,0.0","3.0,0.0,0.0","0.0,0.0,0.0"
1747092373.2135615,"-87.0,0.0,0.0","-79.0,0.0,0.0","1.0,0.0,0.0","-5.0,0.0,0.0"
1747092373.2637725,"-87.0,0.0,0.0","-80.0,0.0,0.0","0.0,0.0,0.0","-6.0,0.0,0.0"
1747092373.3145437,"-87.0,0.0,0.0","-79.0,0.0,0.0","-3.0,0.0,0.0","-9.0,0.0,0.0"
1747092373.3653917,"-87.0,0.0,0.0","-79.0,0.0,0.0","-3.0,0.0,0.0","-9.0,0.0,0.0"
1747092373.4159782,"-86.0,0.0,0.0","-79.0,0.0,0.0","-2.0,0.0,0.0","-9.0,0.0,0.0"
1747092373.466098,"-86.0,0.0,0.0","-78.0,0.0,0.0","4.0,0.0,0.0","-6.0,0.0,0.0"
1747092373.5170565,"-85.0,0.0,0.0","-78.0,0.0,0.0","7.0,0.0,0.0","0.0,0.0,0.0"
1747092373.567364,"-83.0,0.0,0.0","-77.0,0.0,0.0","9.0,0.0,0.0","5.0,0.0,0.0"
1747092373.617424,"-74.0,0.0,0.0","-71.0,0.0,0.0","8.0,0.0,0.0","14.0,0.0,0.0"
1747092373.6682765,"-70.0,0.0,0.0","-66.0,0.0,0.0","9.0,0.0,0.0","16.0,0.0,0.0"
1747092373.7193966,"-66.0,0.0,0.0","-60.0,0.0,0.0","12.0,0.0,0.0","17.0,0.0,0.0"
1747092373.769563,"-46.0,0.0,0.0","-36.0,0.0,0.0","12.0,0.0,0.0","20.0,0.0,0.0"
1747092373.8202558,"-37.0,0.0,0.0","-19.0,0.0,0.0","9.0,0.0,0.0","16.0,0.0,0.0"
1747092373.8709679,"-23.0,0.0,0.0","0.0,0.0,0.0","19.0,0.0,0.0","23.0,0.0,0.0"
1747092373.921071,"-16.0,0.0,0.0","16.0,0.0,0.0","18.0,0.0,0.0","8.0,0.0,0.0"
1747092373.9720368,"-4.0,0.0,0.0","24.0,0.0,0.0","13.0,0.0,0.0","12.0,0.0,0.0"
1747092374.0228894,"12.0,0.0,0.0","37.0,0.0,0.0","16.0,0.0,0.0","14.0,0.0,0.0"
1747092374.0736036,"17.0,0.0,0.0","44.0,0.0,0.0","23.0,0.0,0.0","11.0,0.0,0.0"
1747092374.1236968,"27.0,0.0,0.0","50.0,0.0,0.0","21.0,0.0,0.0","13.0,0.0,0.0"
1747092374.1754777,"38.0,0.0,0.0","58.0,0.0,0.0","21.0,0.0,0.0","14.0,0.0,0.0"
1747092374.2260895,"40.0,0.0,0.0","62.0,0.0,0.0","25.0,0.0,0.0","13.0,0.0,0.0"
1747092374.2773087,"43.0,0.0,0.0","64.0,0.0,0.0","26.0,0.0,0.0","14.0,0.0,0.0"
1747092374.3281841,"53.0,0.0,0.0","72.0,0.0,0.0","21.0,0.0,0.0","9.0,0.0,0.0"
1747092374.3790252,"55.0,0.0,0.0","78.0,0.0,0.0","21.0,0.0,0.0","3.0,0.0,0.0"
1747092374.4291096,"59.0,0.0,0.0","81.0,0.0,0.0","19.0,0.0,0.0","2.0,0.0,0.0"
1747092374.4791505,"61.0,0.0,0.0","84.0,0.0,0.0","20.0,0.0,0.0","3.0,0.0,0.0"
1747092374.529226,"62.0,0.0,0.0","85.0,0.0,0.0","19.0,0.0,0.0","3.0,0.0,0.0"
1747092374.580005,"64.0,0.0,0.0","85.0,0.0,0.0","18.0,0.0,0.0","5.0,0.0,0.0"
1747092374.6321273,"66.0,0.0,0.0","84.0,0.0,0.0","15.0,0.0,0.0","7.0,0.0,0.0"
1747092374.6842518,"66.0,0.0,0.0","85.0,0.0,0.0","16.0,0.0,0.0","6.0,0.0,0.0"
1747092374.7348187,"66.0,0.0,0.0","84.0,0.0,0.0","16.0,0.0,0.0","6.0,0.0,0.0"
1747092374.7850056,"66.0,0.0,0.0","84.0,0.0,0.0","15.0,0.0,0.0","5.0,0.0,0.0"
1747092374.8356817,"66.0,0.0,0.0","84.0,0.0,0.0","15.0,0.0,0.0","5.0,0.0,0.0"
1747092374.8863194,"66.0,0.0,0.0","84.0,0.0,0.0","15.0,0.0,0.0","5.0,0.0,0.0"
1747092374.9374056,"62.0,0.0,0.0","77.0,0.0,0.0","16.0,0.0,0.0","5.0,0.0,0.0"
1747092374.9880362,"57.0,0.0,0.0","74.0,0.0,0.0","17.0,0.0,0.0","6.0,0.0,0.0"
1747092375.0385234,"55.0,0.0,0.0","69.0,0.0,0.0","18.0,0.0,0.0","9.0,0.0,0.0"
1747092375.0892363,"45.0,0.0,0.0","61.0,0.0,0.0","23.0,0.0,0.0","11.0,0.0,0.0"
1747092375.1399384,"40.0,0.0,0.0","53.0,0.0,0.0","25.0,0.0,0.0","17.0,0.0,0.0"
1747092375.1900206,"33.0,0.0,0.0","48.0,0.0,0.0","27.0,0.0,0.0","18.0,0.0,0.0"
1747092375.241252,"4.0,0.0,0.0","29.0,0.0,0.0","37.0,0.0,0.0","22.0,0.0,0.0"
1747092375.2914355,"-7.0,0.0,0.0","20.0,0.0,0.0","40.0,0.0,0.0","26.0,0.0,0.0"
