timestamp,l_shoulder,r_shoulder,l_elbow,r_elbow
1747092147.9966726,"-30.0,0.0,0.0","-20.0,0.0,0.0","120.0,0.0,0.0","122.0,0.0,0.0"
1747092148.0471833,"-22.0,0.0,0.0","-12.0,0.0,0.0","113.0,0.0,0.0","114.0,0.0,0.0"
1747092148.0981057,"-17.0,0.0,0.0","-3.0,0.0,0.0","109.0,0.0,0.0","106.0,0.0,0.0"
1747092148.1481452,"-7.0,0.0,0.0","11.0,0.0,0.0","99.0,0.0,0.0","93.0,0.0,0.0"
1747092148.1993215,"10.0,0.0,0.0","28.0,0.0,0.0","82.0,0.0,0.0","78.0,0.0,0.0"
1747092148.2493563,"16.0,0.0,0.0","33.0,0.0,0.0","75.0,0.0,0.0","73.0,0.0,0.0"
1747092148.3002844,"20.0,0.0,0.0","38.0,0.0,0.0","71.0,0.0,0.0","67.0,0.0,0.0"
1747092148.3509881,"29.0,0.0,0.0","49.0,0.0,0.0","61.0,0.0,0.0","55.0,0.0,0.0"
1747092148.4015186,"36.0,0.0,0.0","55.0,0.0,0.0","55.0,0.0,0.0","45.0,0.0,0.0"
1747092148.4518704,"41.0,0.0,0.0","60.0,0.0,0.0","50.0,0.0,0.0","38.0,0.0,0.0"
1747092148.5020282,"50.0,0.0,0.0","66.0,0.0,0.0","41.0,0.0,0.0","29.0,0.0,0.0"
1747092148.552687,"54.0,0.0,0.0","68.0,0.0,0.0","36.0,0.0,0.0","26.0,0.0,0.0"
1747092148.6029015,"59.0,0.0,0.0","72.0,0.0,0.0","29.0,0.0,0.0","20.0,0.0,0.0"
1747092148.6534224,"65.0,0.0,0.0","79.0,0.0,0.0","20.0,0.0,0.0","9.0,0.0,0.0"
1747092148.7043462,"70.0,0.0,0.0","82.0,0.0,0.0","14.0,0.0,0.0","5.0,0.0,0.0"
1747092148.7545106,"72.0,0.0,0.0","82.0,0.0,0.0","11.0,0.0,0.0","5.0,0.0,0.0"
1747092148.804772,"75.0,0.0,0.0","81.0,0.0,0.0","8.0,0.0,0.0","5.0,0.0,0.0"
1747092148.8555386,"77.0,0.0,0.0","84.0,0.0,0.0","6.0,0.0,0.0","2.0,0.0,0.0"
1747092148.905874,"78.0,0.0,0.0","84.0,0.0,0.0","5.0,0.0,0.0","2.0,0.0,0.0"
1747092148.9634104,"78.0,0.0,0.0","85.0,0.0,0.0","7.0,0.0,0.0","3.0,0.0,0.0"
1747092149.014379,"79.0,0.0,0.0","86.0,0.0,0.0","6.0,0.0,0.0","2.0,0.0,0.0"
1747092149.0650837,"80.0,0.0,0.0","87.0,0.0,0.0","4.0,0.0,0.0","1.0,0.0,0.0"
1747092149.117356,"80.0,0.0,0.0","88.0,0.0,0.0","4.0,0.0,0.0","1.0,0.0,0.0"
1747092149.1680207,"80.0,0.0,0.0","88.0,0.0,0.0","4.0,0.0,0.0","1.0,0.0,0.0"
1747092149.218194,"80.0,0.0,0.0","88.0,0.0,0.0","5.0,0.0,0.0","1.0,0.0,0.0"
1747092149.26922,"80.0,0.0,0.0","88.0,0.0,0.0","6.0,0.0,0.0","1.0,0.0,0.0"
1747092149.3201911,"80.0,0.0,0.0","88.0,0.0,0.0","6.0,0.0,0.0","1.0,0.0,0.0"
1747092149.3711505,"79.0,0.0,0.0","88.0,0.0,0.0","7.0,0.0,0.0","2.0,0.0,0.0"
1747092149.421646,"79.0,0.0,0.0","87.0,0.0,0.0","7.0,0.0,0.0","3.0,0.0,0.0"
1747092149.4723115,"78.0,0.0,0.0","85.0,0.0,0.0","8.0,0.0,0.0","5.0,0.0,0.0"
1747092149.5231621,"76.0,0.0,0.0","83.0,0.0,0.0","11.0,0.0,0.0","8.0,0.0,0.0"
1747092149.5742207,"71.0,0.0,0.0","80.0,0.0,0.0","17.0,0.0,0.0","11.0,0.0,0.0"
1747092149.6250558,"65.0,0.0,0.0","73.0,0.0,0.0","25.0,0.0,0.0","19.0,0.0,0.0"
1747092149.6750941,"62.0,0.0,0.0","68.0,0.0,0.0","28.0,0.0,0.0","26.0,0.0,0.0"
1747092149.7254038,"58.0,0.0,0.0","65.0,0.0,0.0","32.0,0.0,0.0","32.0,0.0,0.0"
1747092149.7754862,"51.0,0.0,0.0","59.0,0.0,0.0","39.0,0.0,0.0","41.0,0.0,0.0"
1747092149.826255,"46.0,0.0,0.0","56.0,0.0,0.0","44.0,0.0,0.0","42.0,0.0,0.0"
1747092149.8765302,"36.0,0.0,0.0","49.0,0.0,0.0","58.0,0.0,0.0","50.0,0.0,0.0"
1747092149.9271948,"14.0,0.0,0.0","29.0,0.0,0.0","82.0,0.0,0.0","74.0,0.0,0.0"
1747092149.9791842,"7.0,0.0,0.0","21.0,0.0,0.0","90.0,0.0,0.0","83.0,0.0,0.0"
1747092150.0302594,"-2.0,0.0,0.0","14.0,0.0,0.0","101.0,0.0,0.0","91.0,0.0,0.0"
1747092150.0816605,"-9.0,0.0,0.0","6.0,0.0,0.0","108.0,0.0,0.0","100.0,0.0,0.0"
1747092150.1321917,"-24.0,0.0,0.0","-11.0,0.0,0.0","122.0,0.0,0.0","118.0,0.0,0.0"
1747092150.1826088,"-27.0,0.0,0.0","-13.0,0.0,0.0","125.0,0.0,0.0","119.0,0.0,0.0"
1747092150.2329311,"-30.0,0.0,0.0","-14.0,0.0,0.0","127.0,0.0,0.0","120.0,0.0,0.0"
1747092150.283495,"-34.0,0.0,0.0","-20.0,0.0,0.0","130.0,0.0,0.0","124.0,0.0,0.0"
1747092150.334162,"-35.0,0.0,0.0","-21.0,0.0,0.0","131.0,0.0,0.0","125.0,0.0,0.0"
1747092150.3843265,"-38.0,0.0,0.0","-22.0,0.0,0.0","133.0,0.0,0.0","126.0,0.0,0.0"
1747092150.4350977,"-39.0,0.0,0.0","-24.0,0.0,0.0","133.0,0.0,0.0","127.0,0.0,0.0"
1747092150.4857209,"-39.0,0.0,0.0","-25.0,0.0,0.0","133.0,0.0,0.0","128.0,0.0,0.0"
1747092150.5362995,"-39.0,0.0,0.0","-25.0,0.0,0.0","132.0,0.0,0.0","128.0,0.0,0.0"
1747092150.5863473,"-40.0,0.0,0.0","-26.0,0.0,0.0","131.0,0.0,0.0","129.0,0.0,0.0"
1747092150.6369696,"-40.0,0.0,0.0","-25.0,0.0,0.0","131.0,0.0,0.0","128.0,0.0,0.0"
1747092150.6877267,"-39.0,0.0,0.0","-24.0,0.0,0.0","130.0,0.0,0.0","127.0,0.0,0.0"
1747092150.738274,"-35.0,0.0,0.0","-20.0,0.0,0.0","127.0,0.0,0.0","124.0,0.0,0.0"
1747092150.7883153,"-30.0,0.0,0.0","-13.0,0.0,0.0","122.0,0.0,0.0","118.0,0.0,0.0"
1747092150.839152,"-22.0,0.0,0.0","-6.0,0.0,0.0","115.0,0.0,0.0","111.0,0.0,0.0"
1747092150.8892696,"0.0,0.0,0.0","22.0,0.0,0.0","93.0,0.0,0.0","84.0,0.0,0.0"
1747092150.9394758,"7.0,0.0,0.0","29.0,0.0,0.0","85.0,0.0,0.0","78.0,0.0,0.0"
1747092150.990209,"14.0,0.0,0.0","35.0,0.0,0.0","78.0,0.0,0.0","73.0,0.0,0.0"
1747092151.0409415,"28.0,0.0,0.0","48.0,0.0,0.0","64.0,0.0,0.0","59.0,0.0,0.0"
1747092151.0910897,"31.0,0.0,0.0","52.0,0.0,0.0","61.0,0.0,0.0","54.0,0.0,0.0"
1747092151.1416585,"36.0,0.0,0.0","56.0,0.0,0.0","57.0,0.0,0.0","47.0,0.0,0.0"
1747092151.192539,"51.0,0.0,0.0","66.0,0.0,0.0","41.0,0.0,0.0","30.0,0.0,0.0"
1747092151.2431147,"57.0,0.0,0.0","69.0,0.0,0.0","32.0,0.0,0.0","26.0,0.0,0.0"
1747092151.2939343,"62.0,0.0,0.0","74.0,0.0,0.0","26.0,0.0,0.0","18.0,0.0,0.0"
1747092151.3442273,"67.0,0.0,0.0","79.0,0.0,0.0","19.0,0.0,0.0","9.0,0.0,0.0"
1747092151.3949778,"69.0,0.0,0.0","81.0,0.0,0.0","17.0,0.0,0.0","7.0,0.0,0.0"
1747092151.445258,"71.0,0.0,0.0","82.0,0.0,0.0","16.0,0.0,0.0","7.0,0.0,0.0"
1747092151.495748,"74.0,0.0,0.0","83.0,0.0,0.0","12.0,0.0,0.0","5.0,0.0,0.0"
1747092151.5461318,"76.0,0.0,0.0","83.0,0.0,0.0","12.0,0.0,0.0","6.0,0.0,0.0"
1747092151.5964744,"77.0,0.0,0.0","85.0,0.0,0.0","10.0,0.0,0.0","3.0,0.0,0.0"
1747092151.6471908,"77.0,0.0,0.0","86.0,0.0,0.0","10.0,0.0,0.0","3.0,0.0,0.0"
1747092151.6981788,"78.0,0.0,0.0","87.0,0.0,0.0","8.0,0.0,0.0","2.0,0.0,0.0"
1747092151.748714,"78.0,0.0,0.0","87.0,0.0,0.0","8.0,0.0,0.0","2.0,0.0,0.0"
1747092151.7989905,"78.0,0.0,0.0","87.0,0.0,0.0","8.0,0.0,0.0","3.0,0.0,0.0"
1747092151.8494306,"77.0,0.0,0.0","87.0,0.0,0.0","9.0,0.0,0.0","3.0,0.0,0.0"
1747092151.8999279,"77.0,0.0,0.0","87.0,0.0,0.0","9.0,0.0,0.0","3.0,0.0,0.0"
1747092151.9503403,"77.0,0.0,0.0","87.0,0.0,0.0","10.0,0.0,0.0","3.0,0.0,0.0"
1747092152.0010147,"77.0,0.0,0.0","86.0,0.0,0.0","10.0,0.0,0.0","4.0,0.0,0.0"
1747092152.0522614,"77.0,0.0,0.0","85.0,0.0,0.0","11.0,0.0,0.0","7.0,0.0,0.0"
1747092152.1024802,"76.0,0.0,0.0","84.0,0.0,0.0","12.0,0.0,0.0","8.0,0.0,0.0"
1747092152.1531947,"74.0,0.0,0.0","81.0,0.0,0.0","13.0,0.0,0.0","13.0,0.0,0.0"
1747092152.2042453,"73.0,0.0,0.0","79.0,0.0,0.0","15.0,0.0,0.0","16.0,0.0,0.0"
1747092152.2544343,"68.0,0.0,0.0","73.0,0.0,0.0","22.0,0.0,0.0","24.0,0.0,0.0"
1747092152.3051548,"59.0,0.0,0.0","62.0,0.0,0.0","33.0,0.0,0.0","39.0,0.0,0.0"
1747092152.3558345,"56.0,0.0,0.0","59.0,0.0,0.0","37.0,0.0,0.0","44.0,0.0,0.0"
1747092152.4063914,"51.0,0.0,0.0","55.0,0.0,0.0","42.0,0.0,0.0","49.0,0.0,0.0"
1747092152.4570825,"38.0,0.0,0.0","46.0,0.0,0.0","57.0,0.0,0.0","59.0,0.0,0.0"
1747092152.5077841,"33.0,0.0,0.0","42.0,0.0,0.0","63.0,0.0,0.0","64.0,0.0,0.0"
1747092152.5577972,"25.0,0.0,0.0","38.0,0.0,0.0","72.0,0.0,0.0","68.0,0.0,0.0"
1747092152.6083508,"7.0,0.0,0.0","20.0,0.0,0.0","91.0,0.0,0.0","85.0,0.0,0.0"
1747092152.6589475,"-1.0,0.0,0.0","14.0,0.0,0.0","100.0,0.0,0.0","91.0,0.0,0.0"
1747092152.7092373,"-4.0,0.0,0.0","7.0,0.0,0.0","103.0,0.0,0.0","97.0,0.0,0.0"
1747092152.7593434,"-13.0,0.0,0.0","-3.0,0.0,0.0","112.0,0.0,0.0","108.0,0.0,0.0"
1747092152.8102107,"-22.0,0.0,0.0","-9.0,0.0,0.0","120.0,0.0,0.0","114.0,0.0,0.0"
1747092152.8605328,"-27.0,0.0,0.0","-11.0,0.0,0.0","125.0,0.0,0.0","117.0,0.0,0.0"
1747092152.9111679,"-33.0,0.0,0.0","-19.0,0.0,0.0","131.0,0.0,0.0","123.0,0.0,0.0"
1747092152.9617536,"-36.0,0.0,0.0","-22.0,0.0,0.0","133.0,0.0,0.0","126.0,0.0,0.0"
1747092153.012426,"-40.0,0.0,0.0","-25.0,0.0,0.0","135.0,0.0,0.0","129.0,0.0,0.0"
1747092153.0630994,"-46.0,0.0,0.0","-29.0,0.0,0.0","138.0,0.0,0.0","132.0,0.0,0.0"
1747092153.1178007,"-47.0,0.0,0.0","-30.0,0.0,0.0","138.0,0.0,0.0","133.0,0.0,0.0"
1747092153.1689718,"-48.0,0.0,0.0","-30.0,0.0,0.0","138.0,0.0,0.0","132.0,0.0,0.0"
1747092153.2199655,"-48.0,0.0,0.0","-29.0,0.0,0.0","137.0,0.0,0.0","132.0,0.0,0.0"
1747092153.2703598,"-47.0,0.0,0.0","-29.0,0.0,0.0","137.0,0.0,0.0","132.0,0.0,0.0"
1747092153.3211143,"-47.0,0.0,0.0","-30.0,0.0,0.0","137.0,0.0,0.0","132.0,0.0,0.0"
1747092153.371895,"-48.0,0.0,0.0","-32.0,0.0,0.0","137.0,0.0,0.0","134.0,0.0,0.0"
1747092153.4221122,"-48.0,0.0,0.0","-34.0,0.0,0.0","138.0,0.0,0.0","135.0,0.0,0.0"
1747092153.4722717,"-49.0,0.0,0.0","-34.0,0.0,0.0","138.0,0.0,0.0","135.0,0.0,0.0"
1747092153.5249147,"-49.0,0.0,0.0","-35.0,0.0,0.0","138.0,0.0,0.0","136.0,0.0,0.0"
1747092153.582517,"-49.0,0.0,0.0","-34.0,0.0,0.0","138.0,0.0,0.0","135.0,0.0,0.0"
1747092153.6329634,"-49.0,0.0,0.0","-34.0,0.0,0.0","138.0,0.0,0.0","135.0,0.0,0.0"
1747092153.6835284,"-48.0,0.0,0.0","-33.0,0.0,0.0","138.0,0.0,0.0","134.0,0.0,0.0"
1747092153.7340147,"-48.0,0.0,0.0","-30.0,0.0,0.0","137.0,0.0,0.0","132.0,0.0,0.0"
1747092153.7846751,"-35.0,0.0,0.0","-18.0,0.0,0.0","128.0,0.0,0.0","122.0,0.0,0.0"
1747092153.8349547,"-29.0,0.0,0.0","-11.0,0.0,0.0","123.0,0.0,0.0","117.0,0.0,0.0"
1747092153.8851585,"-24.0,0.0,0.0","-3.0,0.0,0.0","118.0,0.0,0.0","110.0,0.0,0.0"
1747092153.9373157,"-8.0,0.0,0.0","19.0,0.0,0.0","102.0,0.0,0.0","89.0,0.0,0.0"
1747092153.9879181,"1.0,0.0,0.0","28.0,0.0,0.0","93.0,0.0,0.0","81.0,0.0,0.0"
1747092154.0453975,"16.0,0.0,0.0","39.0,0.0,0.0","77.0,0.0,0.0","71.0,0.0,0.0"
1747092154.0970397,"23.0,0.0,0.0","44.0,0.0,0.0","71.0,0.0,0.0","64.0,0.0,0.0"
1747092154.1470995,"27.0,0.0,0.0","50.0,0.0,0.0","66.0,0.0,0.0","57.0,0.0,0.0"
1747092154.1972136,"41.0,0.0,0.0","61.0,0.0,0.0","53.0,0.0,0.0","40.0,0.0,0.0"
1747092154.247276,"47.0,0.0,0.0","65.0,0.0,0.0","47.0,0.0,0.0","33.0,0.0,0.0"
1747092154.2979898,"50.0,0.0,0.0","67.0,0.0,0.0","42.0,0.0,0.0","30.0,0.0,0.0"
1747092154.3488233,"59.0,0.0,0.0","73.0,0.0,0.0","29.0,0.0,0.0","20.0,0.0,0.0"
1747092154.3988824,"62.0,0.0,0.0","77.0,0.0,0.0","25.0,0.0,0.0","12.0,0.0,0.0"
1747092154.4489536,"64.0,0.0,0.0","79.0,0.0,0.0","22.0,0.0,0.0","9.0,0.0,0.0"
1747092154.4992337,"68.0,0.0,0.0","82.0,0.0,0.0","17.0,0.0,0.0","5.0,0.0,0.0"
1747092154.549551,"72.0,0.0,0.0","83.0,0.0,0.0","14.0,0.0,0.0","4.0,0.0,0.0"
1747092154.6001618,"74.0,0.0,0.0","82.0,0.0,0.0","12.0,0.0,0.0","5.0,0.0,0.0"
1747092154.650357,"76.0,0.0,0.0","84.0,0.0,0.0","8.0,0.0,0.0","4.0,0.0,0.0"
1747092154.7020345,"77.0,0.0,0.0","84.0,0.0,0.0","8.0,0.0,0.0","4.0,0.0,0.0"
1747092154.752129,"78.0,0.0,0.0","85.0,0.0,0.0","8.0,0.0,0.0","3.0,0.0,0.0"
1747092154.8029382,"78.0,0.0,0.0","87.0,0.0,0.0","7.0,0.0,0.0","0.0,0.0,0.0"
1747092154.8530838,"78.0,0.0,0.0","87.0,0.0,0.0","8.0,0.0,0.0","0.0,0.0,0.0"
1747092154.903305,"78.0,0.0,0.0","87.0,0.0,0.0","8.0,0.0,0.0","0.0,0.0,0.0"
1747092154.953755,"79.0,0.0,0.0","87.0,0.0,0.0","7.0,0.0,0.0","0.0,0.0,0.0"
1747092155.0066903,"78.0,0.0,0.0","87.0,0.0,0.0","7.0,0.0,0.0","0.0,0.0,0.0"
1747092155.0567994,"78.0,0.0,0.0","87.0,0.0,0.0","8.0,0.0,0.0","0.0,0.0,0.0"
1747092155.1076126,"78.0,0.0,0.0","87.0,0.0,0.0","8.0,0.0,0.0","1.0,0.0,0.0"
1747092155.1590126,"77.0,0.0,0.0","85.0,0.0,0.0","10.0,0.0,0.0","4.0,0.0,0.0"
1747092155.209675,"75.0,0.0,0.0","83.0,0.0,0.0","12.0,0.0,0.0","8.0,0.0,0.0"
1747092155.2599523,"73.0,0.0,0.0","81.0,0.0,0.0","14.0,0.0,0.0","12.0,0.0,0.0"
1747092155.3100429,"63.0,0.0,0.0","71.0,0.0,0.0","27.0,0.0,0.0","27.0,0.0,0.0"
1747092155.3601508,"59.0,0.0,0.0","65.0,0.0,0.0","32.0,0.0,0.0","36.0,0.0,0.0"
1747092155.4102037,"57.0,0.0,0.0","61.0,0.0,0.0","35.0,0.0,0.0","43.0,0.0,0.0"
1747092155.4603298,"44.0,0.0,0.0","57.0,0.0,0.0","50.0,0.0,0.0","48.0,0.0,0.0"
1747092155.5104532,"37.0,0.0,0.0","52.0,0.0,0.0","58.0,0.0,0.0","53.0,0.0,0.0"
1747092155.5614157,"33.0,0.0,0.0","48.0,0.0,0.0","63.0,0.0,0.0","59.0,0.0,0.0"
1747092155.6119742,"17.0,0.0,0.0","36.0,0.0,0.0","80.0,0.0,0.0","72.0,0.0,0.0"
1747092155.6621785,"12.0,0.0,0.0","32.0,0.0,0.0","87.0,0.0,0.0","76.0,0.0,0.0"
1747092155.712835,"3.0,0.0,0.0","27.0,0.0,0.0","96.0,0.0,0.0","80.0,0.0,0.0"
1747092155.7640233,"-3.0,0.0,0.0","17.0,0.0,0.0","104.0,0.0,0.0","90.0,0.0,0.0"
1747092155.8155553,"-7.0,0.0,0.0","11.0,0.0,0.0","107.0,0.0,0.0","95.0,0.0,0.0"
1747092155.8661346,"-11.0,0.0,0.0","6.0,0.0,0.0","111.0,0.0,0.0","100.0,0.0,0.0"
1747092155.9162984,"-24.0,0.0,0.0","-9.0,0.0,0.0","122.0,0.0,0.0","115.0,0.0,0.0"
1747092155.9665267,"-28.0,0.0,0.0","-12.0,0.0,0.0","125.0,0.0,0.0","118.0,0.0,0.0"
1747092156.0170827,"-32.0,0.0,0.0","-17.0,0.0,0.0","128.0,0.0,0.0","121.0,0.0,0.0"
1747092156.0680807,"-39.0,0.0,0.0","-24.0,0.0,0.0","133.0,0.0,0.0","127.0,0.0,0.0"
1747092156.1181471,"-43.0,0.0,0.0","-29.0,0.0,0.0","135.0,0.0,0.0","131.0,0.0,0.0"
1747092156.1690485,"-44.0,0.0,0.0","-32.0,0.0,0.0","136.0,0.0,0.0","133.0,0.0,0.0"
1747092156.219111,"-46.0,0.0,0.0","-35.0,0.0,0.0","136.0,0.0,0.0","134.0,0.0,0.0"
1747092156.2691822,"-47.0,0.0,0.0","-36.0,0.0,0.0","136.0,0.0,0.0","134.0,0.0,0.0"
1747092156.3200457,"-47.0,0.0,0.0","-36.0,0.0,0.0","136.0,0.0,0.0","134.0,0.0,0.0"
1747092156.3709006,"-48.0,0.0,0.0","-36.0,0.0,0.0","137.0,0.0,0.0","134.0,0.0,0.0"
1747092156.4210377,"-48.0,0.0,0.0","-36.0,0.0,0.0","136.0,0.0,0.0","134.0,0.0,0.0"
1747092156.4726465,"-48.0,0.0,0.0","-35.0,0.0,0.0","136.0,0.0,0.0","133.0,0.0,0.0"
1747092156.5236464,"-48.0,0.0,0.0","-35.0,0.0,0.0","136.0,0.0,0.0","133.0,0.0,0.0"
1747092156.575388,"-48.0,0.0,0.0","-35.0,0.0,0.0","136.0,0.0,0.0","133.0,0.0,0.0"
1747092156.6262283,"-48.0,0.0,0.0","-34.0,0.0,0.0","136.0,0.0,0.0","133.0,0.0,0.0"
1747092156.676807,"-48.0,0.0,0.0","-34.0,0.0,0.0","136.0,0.0,0.0","132.0,0.0,0.0"
1747092156.727156,"-44.0,0.0,0.0","-29.0,0.0,0.0","134.0,0.0,0.0","129.0,0.0,0.0"
1747092156.7792408,"-40.0,0.0,0.0","-24.0,0.0,0.0","131.0,0.0,0.0","125.0,0.0,0.0"
1747092156.8292773,"-29.0,0.0,0.0","-11.0,0.0,0.0","121.0,0.0,0.0","113.0,0.0,0.0"
1747092156.8799684,"-24.0,0.0,0.0","-2.0,0.0,0.0","116.0,0.0,0.0","106.0,0.0,0.0"
1747092156.9303658,"-13.0,0.0,0.0","10.0,0.0,0.0","106.0,0.0,0.0","94.0,0.0,0.0"
1747092156.9811425,"0.0,0.0,0.0","21.0,0.0,0.0","94.0,0.0,0.0","84.0,0.0,0.0"
1747092157.0321305,"7.0,0.0,0.0","29.0,0.0,0.0","85.0,0.0,0.0","78.0,0.0,0.0"
1747092157.0829482,"13.0,0.0,0.0","34.0,0.0,0.0","79.0,0.0,0.0","73.0,0.0,0.0"
1747092157.1334229,"28.0,0.0,0.0","50.0,0.0,0.0","64.0,0.0,0.0","54.0,0.0,0.0"
1747092157.1843696,"33.0,0.0,0.0","54.0,0.0,0.0","60.0,0.0,0.0","49.0,0.0,0.0"
1747092157.23494,"37.0,0.0,0.0","56.0,0.0,0.0","58.0,0.0,0.0","46.0,0.0,0.0"
1747092157.2853324,"46.0,0.0,0.0","63.0,0.0,0.0","47.0,0.0,0.0","35.0,0.0,0.0"
1747092157.3360746,"51.0,0.0,0.0","65.0,0.0,0.0","42.0,0.0,0.0","33.0,0.0,0.0"
1747092157.3864255,"55.0,0.0,0.0","67.0,0.0,0.0","35.0,0.0,0.0","29.0,0.0,0.0"
1747092157.4367008,"63.0,0.0,0.0","77.0,0.0,0.0","24.0,0.0,0.0","13.0,0.0,0.0"
1747092157.4870257,"66.0,0.0,0.0","79.0,0.0,0.0","21.0,0.0,0.0","9.0,0.0,0.0"
1747092157.5374563,"68.0,0.0,0.0","81.0,0.0,0.0","18.0,0.0,0.0","7.0,0.0,0.0"
1747092157.5876822,"72.0,0.0,0.0","82.0,0.0,0.0","12.0,0.0,0.0","6.0,0.0,0.0"
1747092157.6382408,"74.0,0.0,0.0","82.0,0.0,0.0","11.0,0.0,0.0","6.0,0.0,0.0"
1747092157.6890569,"74.0,0.0,0.0","83.0,0.0,0.0","11.0,0.0,0.0","6.0,0.0,0.0"
1747092157.7399502,"75.0,0.0,0.0","85.0,0.0,0.0","8.0,0.0,0.0","3.0,0.0,0.0"
1747092157.7900379,"76.0,0.0,0.0","86.0,0.0,0.0","8.0,0.0,0.0","2.0,0.0,0.0"
1747092157.8403118,"76.0,0.0,0.0","86.0,0.0,0.0","8.0,0.0,0.0","2.0,0.0,0.0"
1747092157.8909602,"76.0,0.0,0.0","86.0,0.0,0.0","8.0,0.0,0.0","1.0,0.0,0.0"
1747092157.94212,"76.0,0.0,0.0","86.0,0.0,0.0","8.0,0.0,0.0","1.0,0.0,0.0"
1747092157.9922698,"76.0,0.0,0.0","86.0,0.0,0.0","8.0,0.0,0.0","2.0,0.0,0.0"
1747092158.044555,"76.0,0.0,0.0","86.0,0.0,0.0","8.0,0.0,0.0","2.0,0.0,0.0"
1747092158.0950727,"75.0,0.0,0.0","85.0,0.0,0.0","9.0,0.0,0.0","3.0,0.0,0.0"
1747092158.145152,"74.0,0.0,0.0","84.0,0.0,0.0","11.0,0.0,0.0","5.0,0.0,0.0"
1747092158.1960697,"73.0,0.0,0.0","81.0,0.0,0.0","13.0,0.0,0.0","10.0,0.0,0.0"
1747092158.2461808,"62.0,0.0,0.0","69.0,0.0,0.0","28.0,0.0,0.0","27.0,0.0,0.0"
1747092158.2962763,"59.0,0.0,0.0","64.0,0.0,0.0","33.0,0.0,0.0","34.0,0.0,0.0"
1747092158.3470643,"57.0,0.0,0.0","61.0,0.0,0.0","36.0,0.0,0.0","38.0,0.0,0.0"
1747092158.3976398,"48.0,0.0,0.0","55.0,0.0,0.0","46.0,0.0,0.0","43.0,0.0,0.0"
1747092158.4481943,"40.0,0.0,0.0","51.0,0.0,0.0","55.0,0.0,0.0","47.0,0.0,0.0"
1747092158.4982796,"35.0,0.0,0.0","45.0,0.0,0.0","61.0,0.0,0.0","56.0,0.0,0.0"
1747092158.5488389,"18.0,0.0,0.0","28.0,0.0,0.0","81.0,0.0,0.0","71.0,0.0,0.0"
1747092158.599126,"13.0,0.0,0.0","21.0,0.0,0.0","86.0,0.0,0.0","78.0,0.0,0.0"
1747092158.649177,"5.0,0.0,0.0","12.0,0.0,0.0","94.0,0.0,0.0","89.0,0.0,0.0"
1747092158.6993105,"-4.0,0.0,0.0","1.0,0.0,0.0","105.0,0.0,0.0","101.0,0.0,0.0"
1747092158.7498415,"-8.0,0.0,0.0","-3.0,0.0,0.0","108.0,0.0,0.0","105.0,0.0,0.0"
1747092158.7999527,"-11.0,0.0,0.0","-6.0,0.0,0.0","111.0,0.0,0.0","109.0,0.0,0.0"
1747092158.851281,"-20.0,0.0,0.0","-12.0,0.0,0.0","119.0,0.0,0.0","115.0,0.0,0.0"
1747092158.902244,"-28.0,0.0,0.0","-19.0,0.0,0.0","127.0,0.0,0.0","122.0,0.0,0.0"
1747092158.9529276,"-33.0,0.0,0.0","-24.0,0.0,0.0","132.0,0.0,0.0","126.0,0.0,0.0"
1747092159.0031197,"-41.0,0.0,0.0","-32.0,0.0,0.0","137.0,0.0,0.0","133.0,0.0,0.0"
1747092159.0538363,"-44.0,0.0,0.0","-35.0,0.0,0.0","138.0,0.0,0.0","136.0,0.0,0.0"
1747092159.1118655,"-50.0,0.0,0.0","-44.0,0.0,0.0","140.0,0.0,0.0","142.0,0.0,0.0"
1747092159.1623058,"-51.0,0.0,0.0","-44.0,0.0,0.0","140.0,0.0,0.0","143.0,0.0,0.0"
1747092159.2138906,"-51.0,0.0,0.0","-45.0,0.0,0.0","140.0,0.0,0.0","143.0,0.0,0.0"
1747092159.264533,"-51.0,0.0,0.0","-45.0,0.0,0.0","140.0,0.0,0.0","142.0,0.0,0.0"
1747092159.3150673,"-51.0,0.0,0.0","-44.0,0.0,0.0","140.0,0.0,0.0","142.0,0.0,0.0"
1747092159.365232,"-51.0,0.0,0.0","-44.0,0.0,0.0","140.0,0.0,0.0","142.0,0.0,0.0"
1747092159.4157705,"-51.0,0.0,0.0","-43.0,0.0,0.0","139.0,0.0,0.0","141.0,0.0,0.0"
1747092159.465784,"-51.0,0.0,0.0","-43.0,0.0,0.0","139.0,0.0,0.0","141.0,0.0,0.0"
1747092159.516854,"-51.0,0.0,0.0","-42.0,0.0,0.0","139.0,0.0,0.0","141.0,0.0,0.0"
1747092159.567139,"-51.0,0.0,0.0","-42.0,0.0,0.0","139.0,0.0,0.0","141.0,0.0,0.0"
1747092159.6193018,"-51.0,0.0,0.0","-40.0,0.0,0.0","139.0,0.0,0.0","139.0,0.0,0.0"
1747092159.669386,"-46.0,0.0,0.0","-30.0,0.0,0.0","136.0,0.0,0.0","130.0,0.0,0.0"
1747092159.7199693,"-40.0,0.0,0.0","-25.0,0.0,0.0","132.0,0.0,0.0","126.0,0.0,0.0"
1747092159.7712333,"-30.0,0.0,0.0","-12.0,0.0,0.0","123.0,0.0,0.0","114.0,0.0,0.0"
1747092159.821987,"-13.0,0.0,0.0","7.0,0.0,0.0","108.0,0.0,0.0","96.0,0.0,0.0"
